#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia16awd,2016-07-21 11:25:16,49.16509,-40.25455,18.83,,,"unknown",2016-07-24 17:58:41,"candidate SN, apparently hostless, GS-TEC predicts SN Ia"
Gaia16awc,2016-07-21 09:42:48,46.84551,-43.54414,18.94,,,"SN II",2016-07-24 17:54:40,"candidate SN near galaxy FAIRALL 1095"
Gaia16awb,2016-07-22 09:57:41,45.45387,-57.03594,18.40,,,"SN Ia",2016-07-24 17:51:38,"candidate SN on faint smudge in DSS"
Gaia16awa,2016-07-22 08:12:14,73.71590,37.93655,18.74,,,"unknown",2016-07-24 17:46:25,"candidate SN near faint source in DSS"
Gaia16avz,2016-07-21 13:07:38,202.50540,69.01532,18.53,,,"unknown",2016-07-24 17:41:40,"candidate SN near GALEXASC J133000.91+690057.1 GS-TEC, predicts SN Ia"
Gaia16avy,2016-07-20 10:22:50,355.92684,-72.26478,18.63,,,"SN Ia",2016-07-24 17:39:20,"candidate SN near GALEXASC J234342.31-721553.4, GS-TEC predicts SN Ia"
Gaia16avx,2016-07-20 17:41:47,243.68384,-19.67122,18.96,,,"unknown",2016-07-24 17:36:35,"blue transient near DSS2 source"
Gaia16avw,2016-07-20 23:18:52,253.22563,-42.29663,16.98,,,"unknown",2016-07-23 16:02:47,"candidate SN, hostless GS-TEC predicts SN Ia"
Gaia16avv,2016-07-19 16:16:10,61.31426,21.37298,17.26,,,"unknown",2016-07-21 18:58:36,"cadidate SN next to galaxy 2MASX J04051578+2122240"
Gaia16avu,2016-07-18 21:29:22,39.99581,-30.04042,17.09,,,"CV",2016-07-21 18:55:25,"candidate CV"
Gaia16avt,2016-07-20 05:28:22,247.05701,-32.86059,17.64,,,"unknown",2016-07-21 18:53:08,""
Gaia16avs,2016-07-20 00:01:27,235.12198,0.91031,18.11,,,"SN II",2016-07-21 18:50:52,"confirmed SN near SDSS J154029.29+005437.4"
Gaia16avr,2016-07-20 07:26:50,129.15681,73.58436,16.21,,,"unknown",2016-07-21 18:46:18,"candidate bright SN in outskirts of MCG+12-08-047"
Gaia16avq,2016-07-19 16:34:38,316.26637,-72.88754,18.46,,,"SN Ia",2016-07-21 18:43:14,""
Gaia16avp,2016-07-18 23:32:40,241.90407,-28.21579,18.78,,,"unknown",2016-07-21 18:41:08,"candidate SN 6 arcsec from DSS2 source"
Gaia16avo,2016-07-19 17:56:06,235.89489,-4.62078,18.74,,,"unknown",2016-07-21 18:37:14,"candidate SN 5 arcsec from faint DSS2 source"
Gaia16avn,2016-07-19 00:11:15,227.80574,11.36884,18.06,,,"unknown",2016-07-21 18:32:51,"candidate SN in galaxy CGCG 077-034"
Gaia16avm,2016-07-19 00:05:32,229.98312,5.40532,17.64,,,"unknown",2016-07-21 18:29:19,"candidate SN near very faint host galaxy SDSS J151955.92+052418.9, GS-TEC predicts SN Ia"
Gaia16avl,2016-07-18 08:39:08,53.66039,13.58052,17.59,,,"SN Ia",2016-07-20 12:59:38,"candidate supernova near galaxy 2MASX J03343824+1334541, GS-TEC predicts SN Ia"
Gaia16avk,2016-07-18 12:32:49,216.42519,33.91429,18.75,,,"unknown",2016-07-20 12:50:10,"candidate SN near SDSS J142542.07+335451.9 GS-TEC predicts SN Ia"
Gaia16avj,2016-06-14 23:57:49,30.18758,-46.28031,16.97,,,"unknown",2016-07-20 12:47:57,"candidate SN near galaxy GALEXASC J020044.56-461644.0"
Gaia16avi,2016-07-18 12:12:41,225.34257,12.93811,18.45,,,"unknown",2016-07-20 12:42:04,"candidate SN near SDSS J150122.33+125617.3 GS-TEC predicts SN Ia"
Gaia16avh,2016-07-18 11:01:26,43.41255,-17.55548,17.53,,,"SN Ia",2016-07-20 12:40:32,"candidate SN near GALEXASC J025338.96-173313.7 GS-TEC predicts SN Ia"
Gaia16avg,2016-07-18 10:38:00,50.48422,2.59674,18.72,,,"unknown",2016-07-20 12:39:06,"candidate SN, near GALEXASC J032156.02+023553.8 GS-TEC predicts SN Ia"
Gaia16avf,2016-07-17 06:58:06,189.38036,57.53237,18.95,19.50,0.11,"unknown",2016-07-19 19:31:46,"candidate TDE/AGN, blue flare in the centre of galaxy SDSS J123731.27+573156.6"
Gaia16ave,2016-07-17 17:04:13,39.36298,-19.29110,18.82,,,"unknown",2016-07-19 11:39:35,"candidate SN near GALEXASC J023727.07-191726.9 GS-TEC predicts SN Ia"
Gaia16avd,2016-07-17 09:34:06,81.11822,57.54715,18.59,,,"unknown",2016-07-19 11:33:26,"candidate SN on top of very faint smudge in DSS2, GS-TEC predicts SN II-P at 75 days "
Gaia16avc,2016-06-18 08:41:59,178.75905,53.59857,18.79,,,"unknown",2016-07-19 09:58:44,"SN candidate in galaxy SDSS J115502.11+533554.1"
Gaia16avb,2016-07-16 03:29:54,27.76780,-27.75835,18.62,,,"unknown",2016-07-18 11:43:34,"candidate SN near galaxy GALEXASC J015104.02-274530.6, GS-TEC predicts SN Ia"
Gaia16ava,2016-07-14 23:20:53,234.85834,-39.52222,17.68,,,"unknown",2016-07-17 18:58:40,"candidate CV, blue hostless transient (though note there is a Galaxy several arcmins away)"
Gaia16auz,2016-07-14 18:09:05,210.19434,8.45525,18.87,,,"unknown",2016-07-17 18:54:57,"candidate SN in starforming galaxy SDSS J140046.72+082721.9, GS-TEC predicts SN Ia"
Gaia16auy,2016-07-14 07:18:04,137.49824,66.91596,18.61,,,"unknown",2016-07-17 18:51:24,"candidate SN, apparently hostless, GS-TEC predicts SN Ia"
Gaia16aux,2016-07-13 18:04:35,338.91251,-61.54767,18.19,,,"unknown",2016-07-17 18:48:04,"candidate SN in outskirts of galaxy IC 5230 (z=0.040). GS-TEC predicts SN IIn"
Gaia16auw,2016-07-13 05:09:21,238.24458,-50.11969,18.13,,,"unknown",2016-07-17 18:43:34,"candidate CV, new transient near Galactic plane"
Gaia16auv,2016-07-15 05:18:34,237.22341,-41.64108,18.32,,,"unknown",2016-07-17 18:39:33,"candidate CV, blue transient"
Gaia16auu,2016-07-16 00:56:45,184.38589,55.37889,18.53,,,"unknown",2016-07-17 18:36:10,"candidate SN near faint galaxy SDSS J121732.69+552243.6"
Gaia16aut,2016-07-15 20:18:42,53.20025,32.51589,18.90,,,"unknown",2016-07-17 18:31:20,"candidate CV, hostless transient matching CSS081025 J033248+323057"
Gaia16aus,2016-07-14 11:11:03,240.69022,-48.44093,19.13,19.47,0.04,"unknown",2016-07-17 12:37:26,"candidate microlensing event, 0.3 mag increase in previously constant star near Galactic plane"
Gaia16aur,2016-07-14 17:42:02,221.88587,-19.21174,18.49,,,"unknown",2016-07-17 12:30:37,"candidate SN, near galaxy 2MASX J14473324-1912217 (brightest in cluster), GS-TEC predicts SN Ia"
Gaia16auq,2016-07-14 06:12:16,206.72435,11.61810,18.62,,,"unknown",2016-07-17 12:21:08,"candidate SN near centre of starforming galaxy SDSS J134653.83+113702.4 (z=0.036)"
Gaia16aup,2016-07-14 18:46:05,189.30747,45.28300,18.27,,,"unknown",2016-07-17 12:16:23,"candidate SN in galaxy SDSS J123713.53+451659.4"
Gaia16auo,2016-07-14 06:00:59,346.21346,-59.94708,17.76,,,"unknown",2016-07-17 12:13:00,"candidate CV, also seen in 2015 as MASTER OT J230451.19-595649.6"
Gaia16aun,2016-07-13 00:08:19,330.35582,-63.13143,18.05,,,"unknown",2016-07-17 12:08:40,"candidate SN, near galaxy GALEXASC J220125.09-630757.2"
Gaia16aum,2016-07-13 21:16:01,24.21245,-14.01311,17.69,,,"unknown",2016-07-17 12:04:09,"candidate CV, hostless blue transient"
Gaia16aul,2016-07-12 23:11:59,234.65679,-48.03923,18.98,,,"unknown",2016-07-14 15:46:03,"candidate CV near galactic plane"
Gaia16auk,2016-07-12 06:00:03,203.68992,-1.51359,18.27,,,"unknown",2016-07-14 15:07:48,"candidate SN near SDSS J133445.60-013046.6 GS-TEC predicts SN Ia"
Gaia16auj,2016-07-12 23:08:13,238.51150,-51.13827,17.34,15.85,0.07,"unknown",2016-07-14 14:46:17,"candidate RCrB. 1.5 mag decline in bright star in galactic plane, also getting redder."
Gaia16aui,2016-07-12 08:12:27,44.62203,40.06465,18.33,,,"unknown",2016-07-14 14:39:03,"candidate SN next to faint galaxy in DSS2, GS-TEC predicts SN Ia"
Gaia16auh,2016-07-12 18:42:45,183.67767,41.36836,18.42,,,"unknown",2016-07-14 14:31:28,"candidate SN next to galaxy J121442.05+412204.7"
Gaia16aug,2016-07-12 12:26:38,192.60052,25.69052,18.73,,,"unknown",2016-07-14 14:27:28,"candidate SN near 2MASX J12502409+2541296 GS-TEC predicts SN Ia"
Gaia16auf,2016-07-11 05:15:59,223.83334,-45.43091,18.65,,,"unknown",2016-07-14 14:22:18,"candidate CV, hostless blue transient"
Gaia16aue,2016-07-11 06:07:22,196.35659,5.72361,17.68,,,"unknown",2016-07-14 14:17:38,"candidate CV, hostless blue transient"
Gaia16aud,2016-07-12 03:22:10,14.81951,-17.23282,18.07,,,"unknown",2016-07-14 14:09:40,"candidate SN near 2MASX J00591689-1714022  GS-TEC predicts SN Ia"
Gaia16auc,2016-07-11 05:31:53,212.90039,-30.39806,17.84,,,"SN Ia",2016-07-14 14:03:49,"confirmed SN near GALEXASC J141136.08-302359.4"
Gaia16aub,2016-07-10 11:31:19,358.73618,-34.60232,18.38,,,"unknown",2016-07-12 09:52:31,"candidate supernova at the edge of nearby galaxy ESO 349- G 005 (z=0.053)"
Gaia16aua,2016-07-06 05:03:21,213.19494,-59.56120,19.02,20.11,0.05,"unknown",2016-07-12 09:50:04,"candidate microlensing event in the Galactic Plane"
Gaia16atz,2016-07-07 17:29:32,198.53933,-34.09248,18.92,,,"unknown",2016-07-11 18:05:04,"candidate SN in outskirts of galaxy ESO 382- G 020 "
Gaia16aty,2016-07-10 06:29:05,181.73996,27.30114,18.12,,,"SN Ib",2016-07-11 18:02:07,"confirmed SN Ibn 2 arcsec south of galaxy SDSS J120657.56+271806.0"
Gaia16atx,2016-07-08 11:37:53,197.22489,-25.49572,18.45,,,"unknown",2016-07-11 17:58:57,"candidate SN offset from GALEXASC J130853.64-252941.2"
Gaia16atw,2016-07-08 08:07:52,31.49925,47.73721,18.40,,,"unknown",2016-07-11 17:56:12,"candidate SN close to galaxy 2MASX J02055960+4744110 "
Gaia16atv,2016-07-08 17:47:25,194.24545,-15.53625,16.76,,,"unknown",2016-07-11 17:54:15,"confirmed SN Ia discovered as ASASSN-16fn"
Gaia16atu,2016-07-07 17:40:42,192.51434,-22.79232,18.26,,,"unknown",2016-07-11 17:51:45,"candidate CV"
Gaia16att,2016-07-05 00:16:02,168.52406,14.23487,18.63,,,"unknown",2016-07-10 22:15:50,"candidate SN close to galaxy 2MASX J11140572+1414057 "
Gaia16ats,2016-07-04 23:41:27,179.89148,-22.24418,18.83,,,"unknown",2016-07-10 22:12:44,"candidate SN close to galaxy 2MASX J11593408-2214399 "
Gaia16atr,2016-07-04 22:37:25,273.98996,-72.67715,15.81,,,"unknown",2016-07-10 22:08:15,"candidate bright CV or hostless SN"
Gaia16atq,2016-07-07 11:56:14,332.63025,-53.88912,18.40,,,"unknown",2016-07-10 22:02:05,"candidate SN, hostless, GSTEC predict SN Ia"
Gaia16atp,2016-07-07 04:45:10,257.01973,-69.38927,17.25,,,"unknown",2016-07-10 22:00:28,"transient source in Gaia, faint DSS2 source underneath"
Gaia16ato,2016-07-07 12:33:55,169.82850,31.91597,18.58,,,"unknown",2016-07-10 21:58:57,"candidate SN near SDSS J111918.34+315452.1 GSTEC predicts SN Ia"
Gaia16atn,2016-07-06 18:39:01,164.33583,36.80703,18.45,,,"unknown",2016-07-10 21:25:43,"candidate SN near SDSS J105720.66+364821.9 GSTEC predicts SN 2n"
Gaia16atm,2016-07-07 05:52:38,185.24897,-10.45982,17.63,19.65,0.26,"CV",2016-07-10 21:22:31,"known CV CSS080324 J122100-102735 in outburst"
Gaia16atl,2016-07-07 01:16:34,123.08897,66.72280,19.15,,,"unknown",2016-07-10 21:20:31,"candidate SN near GALEXASC J081220.14+664325.8. GSTEC predicts SN Ia"
Gaia16atk,2016-07-05 16:46:39,357.78727,6.60754,18.66,,,"unknown",2016-07-10 18:44:13,"candidate SN near GALEXASC J235109.49+063629.9"
Gaia16atj,2016-07-04 23:25:32,186.77245,-38.98013,18.89,,,"unknown",2016-07-10 18:24:59,"SN candidate near centre of faint smudge in DSS2. GSTEC predicts SN Ia"
Gaia16ati,2016-07-05 11:47:58,179.69661,-15.35321,18.97,,,"unknown",2016-07-10 18:20:16,"candidate SN near galaxy 2MASX J11584704-1521077 "
Gaia16ath,2016-07-04 20:48:29,357.37723,17.36632,18.94,,,"unknown",2016-07-10 17:39:10,"candidate SN near galaxy 2MASX J23493092+1722083   GSTEC predicts SN Ia"
Gaia16atg,2016-07-04 12:10:27,168.08982,8.48410,18.28,,,"unknown",2016-07-10 17:35:51,"candidate SN near galaxy SDSS J111221.53+082903.1 GSTEC predicts SN Ia"
Gaia16atf,2016-07-02 17:20:09,338.95451,-22.44254,18.72,,,"unknown",2016-07-10 17:32:45,"candidate SN near galaxy APMUKS(BJ) B223305.45-224208.7"
Gaia16ate,2016-06-17 22:23:48,46.08207,-57.58386,18.14,,,"unknown",2016-07-09 09:56:54,"candidate SN near galaxy GALEXASC J030419.44-573459.6"
Gaia16atd,2016-06-23 04:00:11,335.26955,-55.91404,18.10,,,"unknown",2016-07-09 09:53:30,"candidate SN near galaxy APMUKS(BJ) B221748.71-560957.7"
Gaia16atc,2016-06-23 05:23:14,128.45988,-29.46372,17.85,,,"unknown",2016-07-09 09:46:12,"candidate CV"
Gaia16atb,2016-06-24 07:21:47,203.60325,79.88406,18.63,,,"unknown",2016-07-04 14:47:02,"candidate SN at 1 arcmin from galaxy 2MASX J13344750+7952434"
Gaia16ata,2016-06-24 09:59:23,330.74297,-54.23690,18.78,,,"unknown",2016-07-04 14:42:29,"candidate SN near galaxy 2MASX J22025931-5414056"
Gaia16asz,2016-06-23 15:51:48,329.07345,-47.19161,18.37,,,"unknown",2016-07-04 14:38:29,"candidate SN close to galaxy 2dFGRS S925Z565"
Gaia16asy,2016-06-23 03:50:55,329.78963,-46.70938,17.03,,,"unknown",2016-07-04 14:34:40,"candidate SN close to 2MASX J21590962-4642422"
Gaia16asx,2016-06-08 07:31:47,138.51046,-4.47021,18.81,,,"unknown",2016-07-04 14:30:06,"candidate SN close to GALEXASC J091402.90-042825.8"
Gaia16asw,2016-06-24 04:29:15,35.39400,-80.37657,18.60,,,"unknown",2016-07-04 14:23:23,"candidate SN near galaxy 2MASX J02213290-8022479"
Gaia16asv,2016-06-24 03:57:46,331.05182,-52.75077,18.30,,,"unknown",2016-07-04 14:18:14,"candidate SN near galaxy 2MASX J22041191-5245130"
Gaia16asu,2016-06-24 08:44:40,156.04833,62.51719,18.61,,,"unknown",2016-07-04 12:13:50,"Candidate supernova near galaxy 2MASX J10241241+6230556"
Gaia16ast,2016-05-27 00:50:37,107.86867,-56.50828,18.37,,,"unknown",2016-07-04 09:42:31,"candidate supernova near GALEXASC J071128.83-563024.9"
Gaia16ass,2016-06-22 00:54:03,162.31726,58.34446,18.89,,,"unknown",2016-07-04 06:27:25,"candidate supernova in outskirts of galaxy UGC 05919, z=0.028"
Gaia16asr,2016-06-21 07:05:50,182.02823,65.17718,13.91,,,"SN Ia",2016-07-04 06:13:01,"known bright SN Ia in  in the nearby galaxy NGC 4125 (z=0.00448)"
Gaia16asq,2016-06-21 07:17:39,207.64075,70.06864,18.64,,,"unknown",2016-07-03 21:41:28,"candidate supernova near GALEXASC J135032.99+700410.3"
Gaia16asp,2016-06-20 17:07:15,112.00423,-39.19413,17.45,15.85,0.04,"unknown",2016-07-03 21:38:53,"candidate R CrB. 2 mag dip in a blue star, CRTS lightcurve shows similar dips in the past"
Gaia16aso,2016-06-21 14:43:55,167.68090,60.55772,18.82,,,"unknown",2016-07-03 21:30:16,"candidate supernova near galaxy SDSS J111042.77+603328.4 at z=0.08"
Gaia16asn,2016-06-20 16:34:44,68.75245,-65.56027,18.21,,,"unknown",2016-07-03 21:20:30,"candidate supernova near galaxy 2MASX J04350039-6533244, z=0.04"
Gaia16asm,2016-06-19 20:37:39,300.53043,17.78047,15.74,14.61,0.02,"unknown",2016-07-02 22:01:07,"almost 2 mag dip in star"
Gaia16asl,2016-06-14 16:21:35,47.10129,-44.31603,16.03,,,"unknown",2016-07-02 21:51:33,"hostless bright blue transient"
Gaia16ask,2016-06-18 00:43:34,166.40403,46.17800,17.93,,,"unknown",2016-07-02 18:27:51,"candidate supernova at edge of galaxy MCG+08-20-084, z=0.025"
Gaia16asj,2016-06-17 00:34:56,161.03549,39.41923,18.23,,,"unknown",2016-07-02 18:25:04,""
Gaia16asi,2016-06-16 11:00:56,96.78115,-31.07105,18.48,,,"unknown",2016-07-02 18:22:51,"candidate CV"
Gaia16ash,2016-06-16 19:07:49,200.78005,52.64904,18.45,,,"unknown",2016-07-02 18:20:10,""
Gaia16asg,2016-06-16 13:44:23,252.03815,46.08998,17.94,,,"SN II",2016-07-02 18:17:22,"candidate supernova offset from galaxy SDSS J164809.31+460525.1"
Gaia16asf,2016-06-15 04:46:24,80.63282,-36.48576,18.59,,,"unknown",2016-07-02 18:14:59,"candidate supernova near galaxy AM 0520-363 NED02, z=0.06"
Gaia16ase,2016-06-14 08:02:36,266.80927,30.22481,18.92,,,"unknown",2016-07-02 18:11:53,"candidate supernova near GALEXASC J174714.59+301331.4"
Gaia16asd,2016-06-12 14:33:38,292.95626,9.82756,17.00,18.74,0.72,"unknown",2016-07-02 18:05:06,"candidate CV rising from mag 20-16.5"
Gaia16asc,2016-06-15 03:38:26,257.83055,38.05740,18.38,,,"unknown",2016-07-02 18:02:34,"candidate supernova near galaxy SDSS J171119.35+380327.9"
Gaia16asb,2016-06-13 21:52:43,6.07257,-38.20122,18.71,,,"unknown",2016-07-02 17:56:12,"transient near centre of Galaxy LCRS B002148.9-382841"
Gaia16asa,2016-06-12 16:00:50,21.12170,-35.99265,18.37,,,"unknown",2016-07-02 17:48:55,"candidate SN near galaxy GALEXASC J012429.27-355930.0"
Gaia16arz,2016-06-03 03:35:02,257.59978,26.39679,17.45,,,"SN Ia pec",2016-07-02 17:46:31,"super-chandrasekhar-mass SN Ia near galaxy SDSS J171023.63+262350.3"
Gaia16ary,2016-06-11 12:44:41,183.74609,27.63160,18.83,,,"unknown",2016-07-02 17:40:40,"transient near centre of galaxy SDSS J121459.09+273753.3"
Gaia16arx,2016-06-04 05:29:04,130.28256,-22.37162,17.89,,,"unknown",2016-07-02 17:29:54,"candidate supernovae at edge of galaxy 2MASX J08410812-2222254"
Gaia16arw,2016-06-11 21:03:11,319.72067,-7.54103,18.21,19.49,0.15,"unknown",2016-07-02 17:26:30,"flare in a Seyfert 1 galaxy/Radio Source"
Gaia16arv,2016-06-09 09:08:30,331.86445,-5.52282,17.97,,,"SN Ia",2016-07-02 17:18:57,"candidate SN, near faint smudge in DSS2, Gaia spectrum resembles pre-max SNIa, z=0.04-0.06"
Gaia16aru,2016-06-09 00:09:52,157.79614,6.87544,18.50,,,"unknown",2016-07-02 17:17:21,"candidate SN, 2 arcsec from centre of SDSS galaxy"
Gaia16art,2016-06-08 08:41:45,307.90353,8.80839,14.97,,,"unknown",2016-07-02 17:15:34,"candidate CV, bright blue transient with no apparent source in SDSS"
Gaia16ars,2016-06-08 02:45:07,311.82984,7.78485,17.77,,,"unknown",2016-07-02 17:14:29,"candidate SN, hostless"
Gaia16arr,2016-06-07 01:47:29,153.90699,-2.72658,18.21,,,"unknown",2016-07-02 17:13:20,"candidate SN in outskirts of SDSS galaxy"
Gaia16arq,2016-06-06 05:05:56,105.29323,-20.74548,16.54,19.35,0.25,"unknown",2016-07-02 17:11:43,"candidate CV, 2.5 mag rise in 6 hours"
Gaia16arp,2016-06-03 20:50:40,329.76717,18.18631,14.07,,,"SN Ic-BL",2016-07-02 17:10:18,"type Ic-broad SN aka ASASSN-16fp"
Gaia16aro,2016-06-02 14:59:41,343.50405,18.03282,18.24,,,"unknown",2016-07-02 17:06:51,"candidate SN near galaxy SDSS J225400.92+180159.0"
Gaia16arn,2016-06-03 04:49:59,90.89575,-28.30952,18.27,,,"unknown",2016-07-02 17:03:16,"candidate SN in galaxy 2MASX J06033544-2818420"
Gaia16arm,2016-06-03 07:44:17,252.75700,24.81340,18.49,,,"unknown",2016-07-02 17:01:44,"candidate SN in galaxy 2MASX J16510150+2448459"
Gaia16arl,2016-06-02 00:18:15,72.03130,-27.02031,17.26,,,"unknown",2016-07-02 16:59:06,"candidate SN near UV source GALEXASC J044805.08-270201.0"
Gaia16ark,2016-06-02 01:31:35,240.16024,22.54322,18.86,,,"unknown",2016-07-02 16:56:18,"candidate SN in galaxy KUG 1558+226"
Gaia16arj,2016-06-02 03:03:19,349.16904,17.89238,18.89,,,"unknown",2016-07-02 16:48:10,"candidate supernova close to UV source GALEXASC J231640.52+175334.4"
Gaia16ari,2016-06-01 00:06:08,59.97328,-24.52498,18.93,,,"unknown",2016-07-02 16:45:16,"candidate supernova next to galaxy APMUKS(BJ) B035745.86-243957.7"
Gaia16arh,2016-05-31 16:51:33,92.73469,-36.22085,18.68,,,"unknown",2016-07-02 16:43:27,"candidate supernova near galaxy ESO 364-41 z=0.04"
Gaia16arg,2016-05-31 13:38:13,158.45827,-28.78836,18.54,,,"unknown",2016-07-02 16:40:36,"candidate supernova close to UV source GALEXASC J103349.66-284723.3"
Gaia16arf,2016-05-31 20:43:51,331.71934,30.24825,18.87,,,"unknown",2016-07-02 16:37:41,"candidate supernova 2 arcsecs from core of galaxy 2MASX J22065250+3014541 "
Gaia16are,2016-05-31 18:40:53,95.99276,-36.31532,17.95,,,"unknown",2016-07-02 16:35:28,"candidate supernova near UV source GALEXASC J062358.49-361851.2"
Gaia16ard,2016-05-30 20:07:52,285.47553,41.28300,18.87,,,"unknown",2016-07-02 16:31:01,"candidate hostless SN"
Gaia16arc,2016-05-30 19:16:14,226.44782,18.34273,18.70,,,"unknown",2016-07-02 16:29:05,"candidate supernova near galaxy SDSS J150547.42+182034.3"
Gaia16arb,2016-05-30 03:53:21,37.71316,-12.32841,18.84,,,"unknown",2016-07-02 16:26:18,"candidate supernova in galaxy 2MASX J02305123-1219420 "
Gaia16ara,2016-05-29 19:42:51,252.13487,37.00343,18.41,,,"CV",2016-07-02 16:23:38,"candidate hostless SN. Classified as a CV in ATEL #9226"
Gaia16aqz,2016-05-28 19:51:20,176.44078,-28.51860,18.65,,,"unknown",2016-07-02 16:20:35,"candidate SN in DSS2 galaxy"
Gaia16aqy,2016-05-28 11:55:45,48.31783,-26.20483,17.00,,,"unknown",2016-07-02 16:18:33,"candidate hostless SN"
Gaia16aqx,2016-05-26 08:49:21,357.05646,35.83055,18.92,,,"unknown",2016-07-02 15:52:13,"candidate CV: fast transient in blue star SDSS J234813.56+354950.0"
Gaia16aqw,2016-05-25 00:29:05,196.33425,-10.58119,19.04,,,"unknown",2016-07-02 15:51:20,"candidate supernova offset from galaxy 2MASX J13052094-1034521 "
Gaia16aqv,2016-05-25 07:33:01,171.08080,-45.19498,19.12,,,"unknown",2016-07-02 15:50:10,"candidate supernova in galaxy 2MFGC 08916 z=0.042"
Gaia16aqu,2016-05-27 15:00:29,2.62899,26.43069,19.09,,,"unknown",2016-07-02 15:49:17,"candidate supernova near centre of UV source GALEXASC J001030.98+262550.4"
Gaia16aqt,2016-05-27 17:45:18,39.94493,-20.38592,17.71,,,"unknown",2016-07-02 15:48:18,"candidate supernova near UV source GALEXASC J023946.81-202309.0"
Gaia16aqs,2016-05-26 17:31:46,30.75744,-11.55592,18.69,,,"unknown",2016-07-02 15:47:24,"candidate supernova in galaxy KUG 0200-117"
Gaia16aqr,2016-05-25 18:26:39,69.80035,-53.60621,17.82,,,"unknown",2016-07-02 15:45:57,"candidate supernova in galaxy SSEP24 J043912.1-533624"
Gaia16aqq,2016-05-27 19:11:42,221.11911,21.64516,18.64,,,"unknown",2016-07-02 15:45:07,"candidate supernova in galaxy SDSS J144428.65+213838.8"
Gaia16aqp,2016-05-27 14:44:29,348.44069,38.96432,18.95,,,"unknown",2016-07-02 15:44:19,"candidate supernova in galaxy 2MASX J23134589+3857434 "
Gaia16aqo,2016-05-27 10:32:33,66.11784,-43.81435,18.36,,,"unknown",2016-07-02 15:43:29,"candidate supernova in galaxy 2MASX J04242811-4348544"
Gaia16aqn,2016-05-27 05:39:32,35.59048,-16.99653,18.82,,,"unknown",2016-07-02 15:41:20,"candidate supernova in galaxy 2MASX J02222177-1659417"
Gaia16aqm,2016-05-25 14:58:20,217.78849,27.23598,15.53,,,"unknown",2016-07-02 15:39:51,"candidate bright supernova in blue compact galaxy Mrk 685"
Gaia16aql,2016-05-25 20:48:31,212.49538,17.76337,16.27,,,"SN IIP",2016-07-02 15:38:21,"bright supernova in outer edges of IC983 at 80Mpc"
